dataset: GLI85 | 2 classes | 22283 features | deivce: cpu
epoch 1 | train ACC 70.5882 % | test ACC 61.7647 % | train loss 0.014
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.009
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0084
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0086
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0085
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0085
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0088
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0087
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0088
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0091
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.009
epoch 111 | train ACC 64.7059 % | test ACC 72.0588 % | train loss 0.009
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0097
epoch 131 | train ACC 64.7059 % | test ACC 67.6471 % | train loss 0.0096
epoch 141 | train ACC 82.3529 % | test ACC 70.5882 % | train loss 0.0094
epoch 151 | train ACC 94.1176 % | test ACC 72.0588 % | train loss 0.0089
epoch 161 | train ACC 64.7059 % | test ACC 72.0588 % | train loss 0.0095
epoch 171 | train ACC 82.3529 % | test ACC 75.0 % | train loss 0.0101
epoch 181 | train ACC 82.3529 % | test ACC 77.9412 % | train loss 0.0093
epoch 191 | train ACC 88.2353 % | test ACC 72.0588 % | train loss 0.0094
2layers, Final test  ACC: 77.9412 %
hd:512, dp:0.7, wd:0.0005, layer 3 
epoch 1 | train ACC 70.5882 % | test ACC 61.7647 % | train loss 0.014
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 21 | train ACC 88.2353 % | test ACC 79.4118 % | train loss 0.0063
epoch 31 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0067
epoch 41 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0056
epoch 51 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0064
epoch 61 | train ACC 100.0 % | test ACC 72.0588 % | train loss 0.0063
epoch 71 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0079
epoch 81 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0064
epoch 91 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.005
epoch 101 | train ACC 82.3529 % | test ACC 69.1177 % | train loss 0.0071
epoch 111 | train ACC 88.2353 % | test ACC 69.1176 % | train loss 0.0092
epoch 121 | train ACC 70.5882 % | test ACC 67.6471 % | train loss 0.0119
epoch 131 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0074
epoch 141 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0053
epoch 151 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.005
epoch 161 | train ACC 100.0 % | test ACC 72.0588 % | train loss 0.0045
epoch 171 | train ACC 100.0 % | test ACC 72.0588 % | train loss 0.0042
epoch 181 | train ACC 94.1176 % | test ACC 73.5294 % | train loss 0.0045
epoch 191 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0057
3layers, Final test  ACC: 77.9412 %
hd:512, dp:0.7, wd:0.0005, layer 4 
epoch 1 | train ACC 35.2941 % | test ACC 33.8235 % | train loss 0.014
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0067
epoch 21 | train ACC 76.4706 % | test ACC 67.6471 % | train loss 0.0084
epoch 31 | train ACC 88.2353 % | test ACC 79.4118 % | train loss 0.0067
epoch 41 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0082
epoch 51 | train ACC 82.3529 % | test ACC 70.5882 % | train loss 0.0082
epoch 61 | train ACC 94.1176 % | test ACC 82.3529 % | train loss 0.0063
epoch 71 | train ACC 88.2353 % | test ACC 76.4706 % | train loss 0.0045
epoch 81 | train ACC 88.2353 % | test ACC 69.1176 % | train loss 0.0071
epoch 91 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0085
epoch 101 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.007
epoch 111 | train ACC 100.0 % | test ACC 80.8824 % | train loss 0.0049
epoch 121 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0049
epoch 131 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0037
epoch 141 | train ACC 100.0 % | test ACC 76.4706 % | train loss 0.0032
epoch 151 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0084
epoch 161 | train ACC 88.2353 % | test ACC 70.5882 % | train loss 0.0083
epoch 171 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.0066
epoch 181 | train ACC 94.1176 % | test ACC 72.0588 % | train loss 0.0049
epoch 191 | train ACC 76.4706 % | test ACC 67.6471 % | train loss 0.0103
4layers, Final test  ACC: 76.4706 %
hd:512, dp:0.7, wd:0.0005, layer 5 
epoch 1 | train ACC 52.9412 % | test ACC 60.2941 % | train loss 0.014
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0076
epoch 21 | train ACC 58.8235 % | test ACC 44.1176 % | train loss 0.0103
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0113
epoch 41 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.0083
epoch 51 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0088
epoch 61 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0064
epoch 71 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0068
epoch 81 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0041
epoch 91 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.006
epoch 101 | train ACC 94.1176 % | test ACC 82.3529 % | train loss 0.0096
epoch 111 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0068
epoch 121 | train ACC 88.2353 % | test ACC 79.4118 % | train loss 0.0073
epoch 131 | train ACC 100.0 % | test ACC 73.5294 % | train loss 0.0052
epoch 141 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0079
epoch 151 | train ACC 88.2353 % | test ACC 64.7059 % | train loss 0.0072
epoch 161 | train ACC 100.0 % | test ACC 80.8824 % | train loss 0.0048
epoch 171 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0039
epoch 181 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0034
epoch 191 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0099
5layers, Final test  ACC: 75.0 %
hd:512, dp:0.7, wd:0.0005, layer 6 
epoch 1 | train ACC 76.4706 % | test ACC 63.2353 % | train loss 0.014
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0093
epoch 21 | train ACC 76.4706 % | test ACC 79.4118 % | train loss 0.0064
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0123
epoch 41 | train ACC 82.3529 % | test ACC 70.5882 % | train loss 0.0097
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0132
epoch 61 | train ACC 47.0588 % | test ACC 67.6471 % | train loss 0.0137
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0143
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.011
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0077
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0124
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0076
epoch 121 | train ACC 64.7059 % | test ACC 69.1177 % | train loss 0.0122
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0097
epoch 141 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0084
epoch 151 | train ACC 70.5882 % | test ACC 75.0 % | train loss 0.0085
epoch 161 | train ACC 82.3529 % | test ACC 66.1765 % | train loss 0.01
epoch 171 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0066
epoch 181 | train ACC 64.7059 % | test ACC 73.5294 % | train loss 0.01
epoch 191 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.007
6layers, Final test  ACC: 72.0588 %
hd:512, dp:0.7, wd:0.0005, layer 7 
epoch 1 | train ACC 41.1765 % | test ACC 45.5882 % | train loss 0.014
epoch 11 | train ACC 64.7059 % | test ACC 67.6471 % | train loss 0.0103
epoch 21 | train ACC 70.5882 % | test ACC 67.6471 % | train loss 0.0095
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0063
epoch 41 | train ACC 88.2353 % | test ACC 70.5882 % | train loss 0.007
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0088
epoch 61 | train ACC 94.1176 % | test ACC 69.1177 % | train loss 0.0065
epoch 71 | train ACC 88.2353 % | test ACC 72.0588 % | train loss 0.007
epoch 81 | train ACC 94.1176 % | test ACC 82.3529 % | train loss 0.0042
epoch 91 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0044
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0102
epoch 111 | train ACC 76.4706 % | test ACC 75.0 % | train loss 0.0153
epoch 121 | train ACC 94.1176 % | test ACC 79.4118 % | train loss 0.0087
epoch 131 | train ACC 88.2353 % | test ACC 70.5882 % | train loss 0.0101
epoch 141 | train ACC 100.0 % | test ACC 73.5294 % | train loss 0.0061
epoch 151 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0041
epoch 161 | train ACC 82.3529 % | test ACC 72.0588 % | train loss 0.0086
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0127
epoch 181 | train ACC 88.2353 % | test ACC 76.4706 % | train loss 0.0091
epoch 191 | train ACC 100.0 % | test ACC 79.4118 % | train loss 0.0079
7layers, Final test  ACC: 73.5294 %
hd:512, dp:0.7, wd:0.0005, layer 8 
epoch 1 | train ACC 47.0588 % | test ACC 48.5294 % | train loss 0.014
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0194
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0177
epoch 31 | train ACC 70.5882 % | test ACC 69.1177 % | train loss 0.0151
epoch 41 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0117
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0095
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0065
epoch 71 | train ACC 64.7059 % | test ACC 57.3529 % | train loss 0.0079
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0171
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0159
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0134
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0104
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0146
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0127
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0104
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0088
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0112
epoch 181 | train ACC 70.5882 % | test ACC 70.5882 % | train loss 0.0114
epoch 191 | train ACC 64.7059 % | test ACC 67.6471 % | train loss 0.0111
8layers, Final test  ACC: 70.5882 %
Layer 1, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 2, Acc:0.7794118523597717, F:0.7922, Pr:0.8118, Auc:0.7138, Rec:0.8118
Layer 3, Acc:0.7794117331504822, F:0.8225, Pr:0.8235, Auc:0.7868, Rec:0.8235
Layer 4, Acc:0.7647059559822083, F:0.7707, Pr:0.8, Auc:0.6838, Rec:0.8
Layer 5, Acc:0.75, F:0.8043, Pr:0.8, Auc:0.7914, Rec:0.8
Layer 6, Acc:0.720588207244873, F:0.7507, Pr:0.7412, Auc:0.8028, Rec:0.7412
Layer 7, Acc:0.7352941632270813, F:0.7921, Pr:0.7882, Auc:0.7722, Rec:0.7882
Layer 8, Acc:0.7058824300765991, F:0.5688, Pr:0.6941, Auc:0.5, Rec:0.6941
Layer 2, max_Acc:77.941185, F:0.7922, Pr:0.8118, Auc:0.7138, Rec:0.8118
hd:512, dp:0.7, wd:0.005, layer 1 
epoch 1 | train ACC 58.8235 % | test ACC 38.2353 % | train loss 0.0084
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
1layers, Final test  ACC: 70.5882 %
hd:512, dp:0.7, wd:0.005, layer 2 
epoch 1 | train ACC 47.0588 % | test ACC 52.9412 % | train loss 0.0671
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0177
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0103
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0094
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.009
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.009
epoch 61 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0091
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0094
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0097
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0099
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0103
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0101
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0103
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0104
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0105
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0107
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0107
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0108
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
2layers, Final test  ACC: 70.5882 %
hd:512, dp:0.7, wd:0.005, layer 3 
epoch 1 | train ACC 47.0588 % | test ACC 51.4706 % | train loss 0.067
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0176
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.012
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0122
epoch 51 | train ACC 76.4706 % | test ACC 61.7647 % | train loss 0.0119
epoch 61 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0111
epoch 71 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0111
epoch 81 | train ACC 88.2353 % | test ACC 75.0 % | train loss 0.0102
epoch 91 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0086
epoch 101 | train ACC 88.2353 % | test ACC 76.4706 % | train loss 0.0085
epoch 111 | train ACC 100.0 % | test ACC 75.0 % | train loss 0.0074
epoch 121 | train ACC 94.1176 % | test ACC 66.1765 % | train loss 0.0089
epoch 131 | train ACC 100.0 % | test ACC 77.9412 % | train loss 0.0079
epoch 141 | train ACC 82.3529 % | test ACC 76.4706 % | train loss 0.0172
epoch 151 | train ACC 94.1176 % | test ACC 80.8823 % | train loss 0.0128
epoch 161 | train ACC 88.2353 % | test ACC 67.6471 % | train loss 0.0118
epoch 171 | train ACC 94.1176 % | test ACC 61.7647 % | train loss 0.0087
epoch 181 | train ACC 76.4706 % | test ACC 77.9412 % | train loss 0.0112
epoch 191 | train ACC 94.1176 % | test ACC 75.0 % | train loss 0.0084
3layers, Final test  ACC: 76.4706 %
hd:512, dp:0.7, wd:0.005, layer 4 
epoch 1 | train ACC 41.1765 % | test ACC 51.4706 % | train loss 0.0671
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0182
epoch 21 | train ACC 94.1176 % | test ACC 80.8824 % | train loss 0.0111
epoch 31 | train ACC 70.5882 % | test ACC 73.5294 % | train loss 0.0143
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0214
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0127
epoch 61 | train ACC 64.7059 % | test ACC 75.0 % | train loss 0.0108
epoch 71 | train ACC 82.3529 % | test ACC 55.8824 % | train loss 0.0116
epoch 81 | train ACC 94.1176 % | test ACC 76.4706 % | train loss 0.0104
epoch 91 | train ACC 47.0588 % | test ACC 32.3529 % | train loss 0.0151
epoch 101 | train ACC 76.4706 % | test ACC 73.5294 % | train loss 0.0102
epoch 111 | train ACC 76.4706 % | test ACC 63.2353 % | train loss 0.0106
epoch 121 | train ACC 94.1176 % | test ACC 80.8823 % | train loss 0.0075
epoch 131 | train ACC 82.3529 % | test ACC 61.7647 % | train loss 0.0117
epoch 141 | train ACC 88.2353 % | test ACC 77.9412 % | train loss 0.0113
epoch 151 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0104
epoch 161 | train ACC 82.3529 % | test ACC 73.5294 % | train loss 0.01
epoch 171 | train ACC 88.2353 % | test ACC 61.7647 % | train loss 0.0149
epoch 181 | train ACC 94.1176 % | test ACC 70.5882 % | train loss 0.0095
epoch 191 | train ACC 94.1176 % | test ACC 77.9412 % | train loss 0.0105
4layers, Final test  ACC: 80.8824 %
hd:512, dp:0.7, wd:0.005, layer 5 
epoch 1 | train ACC 64.7059 % | test ACC 63.2353 % | train loss 0.067
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0183
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0204
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0125
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0109
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0115
epoch 61 | train ACC 35.2941 % | test ACC 29.4118 % | train loss 0.0167
epoch 71 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0119
epoch 81 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0148
epoch 91 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0113
epoch 101 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0129
epoch 111 | train ACC 35.2941 % | test ACC 30.8824 % | train loss 0.0161
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0145
epoch 131 | train ACC 35.2941 % | test ACC 30.8824 % | train loss 0.0181
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0114
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0082
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0198
epoch 171 | train ACC 82.3529 % | test ACC 72.0588 % | train loss 0.015
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0147
epoch 191 | train ACC 35.2941 % | test ACC 29.4118 % | train loss 0.0147
5layers, Final test  ACC: 29.4118 %
hd:512, dp:0.7, wd:0.005, layer 6 
epoch 1 | train ACC 64.7059 % | test ACC 47.0588 % | train loss 0.067
epoch 11 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0203
epoch 21 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0215
epoch 31 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0148
epoch 41 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0134
epoch 51 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0137
epoch 61 | train ACC 64.7059 % | test ACC 72.0588 % | train loss 0.0129
epoch 71 | train ACC 41.1765 % | test ACC 32.3529 % | train loss 0.031
epoch 81 | train ACC 88.2353 % | test ACC 73.5294 % | train loss 0.021
epoch 91 | train ACC 88.2353 % | test ACC 80.8824 % | train loss 0.0173
epoch 101 | train ACC 70.5882 % | test ACC 69.1177 % | train loss 0.0289
epoch 111 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0232
epoch 121 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0131
epoch 131 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.018
epoch 141 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0117
epoch 151 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0093
epoch 161 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0228
epoch 171 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0132
epoch 181 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0143
epoch 191 | train ACC 64.7059 % | test ACC 70.5882 % | train loss 0.0103
6layers, Final test  ACC: 29.4118 %
