dataset: CLL_SUB | 3 classes | 11340 features | deivce: cpu
epoch 21 | train ACC 42.8571 % | test ACC 52.2222 % | train loss 0.0239
epoch 31 | train ACC 28.5714 % | test ACC 42.2222 % | train loss 0.0177
epoch 41 | train ACC 47.619 % | test ACC 41.1111 % | train loss 0.015
epoch 51 | train ACC 42.8571 % | test ACC 54.4444 % | train loss 0.0129
epoch 61 | train ACC 38.0952 % | test ACC 50.0 % | train loss 0.0132
epoch 71 | train ACC 47.619 % | test ACC 35.5556 % | train loss 0.014
epoch 81 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0176
epoch 91 | train ACC 61.9048 % | test ACC 46.6667 % | train loss 0.0134
epoch 101 | train ACC 42.8571 % | test ACC 54.4444 % | train loss 0.0137
epoch 111 | train ACC 52.381 % | test ACC 47.7778 % | train loss 0.0131
epoch 121 | train ACC 52.381 % | test ACC 40.0 % | train loss 0.0117
epoch 131 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0135
epoch 141 | train ACC 33.3333 % | test ACC 48.8889 % | train loss 0.015
epoch 151 | train ACC 42.8571 % | test ACC 47.7778 % | train loss 0.0149
epoch 161 | train ACC 28.5714 % | test ACC 47.7778 % | train loss 0.0145
epoch 171 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0159
epoch 181 | train ACC 47.619 % | test ACC 47.7778 % | train loss 0.0159
epoch 191 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0157
8layers, Final test  ACC: 45.5556 %
Layer 1, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3543, Rec:0.4595
Layer 2, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3254, Rec:0.4595
Layer 3, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7291, Rec:0.4595
Layer 4, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7278, Rec:0.4595
Layer 5, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7262, Rec:0.4595
Layer 6, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.728, Rec:0.4595
Layer 7, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7269, Rec:0.4595
Layer 8, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.6845, Rec:0.4595
Layer 1, max_Acc:45.555556, F:0.2893, Pr:0.4595, Auc:0.3543, Rec:0.4595
hd:512, dp:0.4, wd:0.0005, layer 1 
epoch 1 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.0099
epoch 11 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0098
epoch 21 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 31 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 41 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 51 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 61 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 71 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 81 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 91 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 101 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 111 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 141 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 151 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 191 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
1layers, Final test  ACC: 45.5556 %
hd:512, dp:0.4, wd:0.0005, layer 2 
epoch 1 | train ACC 33.3333 % | test ACC 35.5556 % | train loss 0.0143
epoch 11 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0096
epoch 21 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0092
epoch 31 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.009
epoch 41 | train ACC 57.1429 % | test ACC 42.2222 % | train loss 0.0088
epoch 51 | train ACC 52.381 % | test ACC 42.2222 % | train loss 0.0088
epoch 61 | train ACC 52.381 % | test ACC 44.4444 % | train loss 0.0086
epoch 71 | train ACC 61.9048 % | test ACC 43.3333 % | train loss 0.0087
epoch 81 | train ACC 57.1429 % | test ACC 45.5556 % | train loss 0.0087
epoch 91 | train ACC 57.1429 % | test ACC 44.4444 % | train loss 0.0086
epoch 101 | train ACC 57.1429 % | test ACC 45.5556 % | train loss 0.0085
epoch 111 | train ACC 52.381 % | test ACC 41.1111 % | train loss 0.0087
epoch 121 | train ACC 66.6667 % | test ACC 50.0 % | train loss 0.0085
epoch 131 | train ACC 76.1905 % | test ACC 43.3333 % | train loss 0.0082
epoch 141 | train ACC 66.6667 % | test ACC 44.4444 % | train loss 0.0085
epoch 151 | train ACC 66.6667 % | test ACC 47.7778 % | train loss 0.0084
epoch 161 | train ACC 66.6667 % | test ACC 47.7778 % | train loss 0.0086
epoch 171 | train ACC 57.1429 % | test ACC 47.7778 % | train loss 0.0083
epoch 181 | train ACC 76.1905 % | test ACC 48.8889 % | train loss 0.0083
epoch 191 | train ACC 76.1905 % | test ACC 43.3333 % | train loss 0.0086
2layers, Final test  ACC: 48.8889 %
hd:512, dp:0.4, wd:0.0005, layer 3 
epoch 1 | train ACC 38.0952 % | test ACC 35.5556 % | train loss 0.0143
epoch 11 | train ACC 42.8571 % | test ACC 37.7778 % | train loss 0.0089
epoch 21 | train ACC 66.6667 % | test ACC 40.0 % | train loss 0.0075
epoch 31 | train ACC 80.9524 % | test ACC 50.0 % | train loss 0.0064
epoch 41 | train ACC 85.7143 % | test ACC 56.6667 % | train loss 0.0057
epoch 51 | train ACC 61.9048 % | test ACC 54.4444 % | train loss 0.0093
epoch 61 | train ACC 90.4762 % | test ACC 48.8889 % | train loss 0.007
epoch 71 | train ACC 85.7143 % | test ACC 62.2222 % | train loss 0.0058
epoch 81 | train ACC 90.4762 % | test ACC 54.4444 % | train loss 0.0051
epoch 91 | train ACC 85.7143 % | test ACC 56.6667 % | train loss 0.0046
epoch 101 | train ACC 100.0 % | test ACC 56.6667 % | train loss 0.0033
epoch 111 | train ACC 76.1905 % | test ACC 53.3333 % | train loss 0.0083
epoch 121 | train ACC 100.0 % | test ACC 56.6667 % | train loss 0.004
epoch 131 | train ACC 85.7143 % | test ACC 53.3333 % | train loss 0.0055
epoch 141 | train ACC 100.0 % | test ACC 53.3333 % | train loss 0.0034
epoch 151 | train ACC 80.9524 % | test ACC 61.1111 % | train loss 0.0071
epoch 161 | train ACC 76.1905 % | test ACC 51.1111 % | train loss 0.0084
epoch 171 | train ACC 90.4762 % | test ACC 45.5556 % | train loss 0.0057
epoch 181 | train ACC 100.0 % | test ACC 57.7778 % | train loss 0.0036
epoch 191 | train ACC 95.2381 % | test ACC 56.6667 % | train loss 0.0038
3layers, Final test  ACC: 56.6667 %
hd:512, dp:0.4, wd:0.0005, layer 4 
epoch 1 | train ACC 28.5714 % | test ACC 41.1111 % | train loss 0.0143
epoch 11 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0085
epoch 21 | train ACC 61.9048 % | test ACC 52.2222 % | train loss 0.0076
epoch 31 | train ACC 61.9048 % | test ACC 56.6667 % | train loss 0.0072
epoch 41 | train ACC 66.6667 % | test ACC 52.2222 % | train loss 0.0068
epoch 51 | train ACC 66.6667 % | test ACC 56.6667 % | train loss 0.0101
epoch 61 | train ACC 76.1905 % | test ACC 58.8889 % | train loss 0.0071
epoch 71 | train ACC 95.2381 % | test ACC 57.7778 % | train loss 0.0046
epoch 81 | train ACC 80.9524 % | test ACC 56.6667 % | train loss 0.0076
epoch 91 | train ACC 95.2381 % | test ACC 61.1111 % | train loss 0.004
epoch 101 | train ACC 90.4762 % | test ACC 52.2222 % | train loss 0.0046
epoch 111 | train ACC 90.4762 % | test ACC 51.1111 % | train loss 0.0056
epoch 121 | train ACC 85.7143 % | test ACC 57.7778 % | train loss 0.007
epoch 131 | train ACC 95.2381 % | test ACC 58.8889 % | train loss 0.0044
epoch 141 | train ACC 85.7143 % | test ACC 53.3333 % | train loss 0.0071
epoch 151 | train ACC 95.2381 % | test ACC 57.7778 % | train loss 0.0046
epoch 161 | train ACC 100.0 % | test ACC 57.7778 % | train loss 0.0032
epoch 171 | train ACC 95.2381 % | test ACC 53.3333 % | train loss 0.005
epoch 181 | train ACC 90.4762 % | test ACC 60.0 % | train loss 0.0061
epoch 191 | train ACC 100.0 % | test ACC 53.3333 % | train loss 0.0049
4layers, Final test  ACC: 60.0 %
hd:512, dp:0.4, wd:0.0005, layer 5 
epoch 1 | train ACC 38.0952 % | test ACC 32.2222 % | train loss 0.0143
epoch 11 | train ACC 47.619 % | test ACC 43.3333 % | train loss 0.0091
epoch 21 | train ACC 38.0952 % | test ACC 41.1111 % | train loss 0.009
epoch 31 | train ACC 52.381 % | test ACC 57.7778 % | train loss 0.0073
epoch 41 | train ACC 47.619 % | test ACC 53.3333 % | train loss 0.0071
epoch 51 | train ACC 61.9048 % | test ACC 56.6667 % | train loss 0.0068
epoch 61 | train ACC 76.1905 % | test ACC 57.7778 % | train loss 0.0091
epoch 71 | train ACC 85.7143 % | test ACC 57.7778 % | train loss 0.0072
epoch 81 | train ACC 61.9048 % | test ACC 54.4444 % | train loss 0.0094
epoch 91 | train ACC 95.2381 % | test ACC 54.4444 % | train loss 0.0053
epoch 101 | train ACC 95.2381 % | test ACC 53.3333 % | train loss 0.0062
epoch 111 | train ACC 95.2381 % | test ACC 57.7778 % | train loss 0.008
epoch 121 | train ACC 90.4762 % | test ACC 63.3333 % | train loss 0.0068
epoch 131 | train ACC 95.2381 % | test ACC 60.0 % | train loss 0.0055
epoch 141 | train ACC 95.2381 % | test ACC 51.1111 % | train loss 0.0037
epoch 151 | train ACC 76.1905 % | test ACC 47.7778 % | train loss 0.0084
epoch 161 | train ACC 90.4762 % | test ACC 47.7778 % | train loss 0.0065
epoch 171 | train ACC 100.0 % | test ACC 52.2222 % | train loss 0.0041
epoch 181 | train ACC 100.0 % | test ACC 48.8889 % | train loss 0.0046
epoch 191 | train ACC 95.2381 % | test ACC 51.1111 % | train loss 0.0052
5layers, Final test  ACC: 63.3333 %
hd:512, dp:0.4, wd:0.0005, layer 6 
epoch 1 | train ACC 57.1429 % | test ACC 42.2222 % | train loss 0.0143
epoch 11 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0097
epoch 21 | train ACC 52.381 % | test ACC 57.7778 % | train loss 0.0082
epoch 31 | train ACC 66.6667 % | test ACC 47.7778 % | train loss 0.0077
epoch 41 | train ACC 61.9048 % | test ACC 51.1111 % | train loss 0.0066
epoch 51 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0135
epoch 61 | train ACC 33.3333 % | test ACC 48.8889 % | train loss 0.0139
epoch 71 | train ACC 61.9048 % | test ACC 57.7778 % | train loss 0.0121
epoch 81 | train ACC 57.1429 % | test ACC 55.5556 % | train loss 0.0139
epoch 91 | train ACC 38.0952 % | test ACC 47.7778 % | train loss 0.0123
epoch 101 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0103
epoch 111 | train ACC 80.9524 % | test ACC 48.8889 % | train loss 0.008
epoch 121 | train ACC 61.9048 % | test ACC 43.3333 % | train loss 0.0087
epoch 131 | train ACC 61.9048 % | test ACC 62.2222 % | train loss 0.0078
epoch 141 | train ACC 61.9048 % | test ACC 58.8889 % | train loss 0.0079
epoch 151 | train ACC 61.9048 % | test ACC 55.5556 % | train loss 0.0077
epoch 161 | train ACC 66.6667 % | test ACC 52.2222 % | train loss 0.0072
epoch 171 | train ACC 52.381 % | test ACC 36.6667 % | train loss 0.0121
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0123
epoch 191 | train ACC 66.6667 % | test ACC 55.5556 % | train loss 0.0087
6layers, Final test  ACC: 45.5556 %
hd:512, dp:0.4, wd:0.0005, layer 7 
epoch 1 | train ACC 28.5714 % | test ACC 42.2222 % | train loss 0.0143
epoch 11 | train ACC 28.5714 % | test ACC 48.8889 % | train loss 0.0102
epoch 21 | train ACC 52.381 % | test ACC 56.6667 % | train loss 0.0084
epoch 31 | train ACC 61.9048 % | test ACC 50.0 % | train loss 0.007
epoch 41 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.01
epoch 51 | train ACC 52.381 % | test ACC 55.5556 % | train loss 0.0165
epoch 61 | train ACC 57.1429 % | test ACC 54.4444 % | train loss 0.0117
epoch 71 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0141
epoch 81 | train ACC 52.381 % | test ACC 53.3333 % | train loss 0.011
epoch 91 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0152
epoch 101 | train ACC 38.0952 % | test ACC 44.4444 % | train loss 0.0149
epoch 111 | train ACC 52.381 % | test ACC 46.6667 % | train loss 0.0125
epoch 121 | train ACC 47.619 % | test ACC 51.1111 % | train loss 0.0112
epoch 131 | train ACC 38.0952 % | test ACC 53.3333 % | train loss 0.0099
epoch 141 | train ACC 42.8571 % | test ACC 46.6667 % | train loss 0.0321
epoch 151 | train ACC 47.619 % | test ACC 40.0 % | train loss 0.0143
epoch 161 | train ACC 47.619 % | test ACC 53.3333 % | train loss 0.0136
epoch 171 | train ACC 57.1429 % | test ACC 54.4444 % | train loss 0.0103
epoch 181 | train ACC 61.9048 % | test ACC 56.6667 % | train loss 0.0084
epoch 191 | train ACC 61.9048 % | test ACC 55.5556 % | train loss 0.0079
7layers, Final test  ACC: 55.5556 %
hd:512, dp:0.4, wd:0.0005, layer 8 
epoch 1 | train ACC 47.619 % | test ACC 38.8889 % | train loss 0.0143
epoch 11 | train ACC 52.381 % | test ACC 45.5556 % | train loss 0.0106
epoch 21 | train ACC 47.619 % | test ACC 42.2222 % | train loss 0.0085
epoch 31 | train ACC 42.8571 % | test ACC 54.4444 % | train loss 0.0083
epoch 41 | train ACC 47.619 % | test ACC 53.3333 % | train loss 0.0071
epoch 51 | train ACC 42.8571 % | test ACC 44.4444 % | train loss 0.0108
epoch 61 | train ACC 52.381 % | test ACC 43.3333 % | train loss 0.0158
epoch 71 | train ACC 57.1429 % | test ACC 38.8889 % | train loss 0.0166
epoch 81 | train ACC 61.9048 % | test ACC 60.0 % | train loss 0.0148
epoch 91 | train ACC 52.381 % | test ACC 51.1111 % | train loss 0.0142
epoch 101 | train ACC 61.9048 % | test ACC 51.1111 % | train loss 0.0118
epoch 111 | train ACC 14.2857 % | test ACC 14.4444 % | train loss 0.0185
epoch 121 | train ACC 42.8571 % | test ACC 42.2222 % | train loss 0.0143
epoch 131 | train ACC 57.1429 % | test ACC 55.5556 % | train loss 0.0114
epoch 141 | train ACC 38.0952 % | test ACC 42.2222 % | train loss 0.0358
epoch 151 | train ACC 38.0952 % | test ACC 54.4444 % | train loss 0.0123
epoch 161 | train ACC 57.1429 % | test ACC 43.3333 % | train loss 0.0211
epoch 171 | train ACC 61.9048 % | test ACC 47.7778 % | train loss 0.0133
epoch 181 | train ACC 38.0952 % | test ACC 45.5556 % | train loss 0.0115
epoch 191 | train ACC 47.619 % | test ACC 54.4444 % | train loss 0.01
8layers, Final test  ACC: 45.5556 %
Layer 1, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.3882, Rec:0.4595
Layer 2, Acc:0.4888888895511627, F:0.5251, Pr:0.5225, Auc:0.7592, Rec:0.5225
Layer 3, Acc:0.5666666626930237, F:0.6271, Pr:0.6486, Auc:0.8299, Rec:0.6486
Layer 4, Acc:0.6000000238418579, F:0.6757, Pr:0.6757, Auc:0.8313, Rec:0.6757
Layer 5, Acc:0.6333333849906921, F:0.6984, Pr:0.7027, Auc:0.8461, Rec:0.7027
Layer 6, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.6982, Rec:0.4595
Layer 7, Acc:0.5555555820465088, F:0.4095, Pr:0.5586, Auc:0.7483, Rec:0.5586
Layer 8, Acc:0.4555555582046509, F:0.2893, Pr:0.4595, Auc:0.7241, Rec:0.4595
Layer 5, max_Acc:63.333338, F:0.6984, Pr:0.7027, Auc:0.8461, Rec:0.7027
hd:512, dp:0.4, wd:0.005, layer 1 
epoch 1 | train ACC 4.7619 % | test ACC 13.3333 % | train loss 0.0102
epoch 11 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 21 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 31 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 41 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 51 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 61 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 71 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 81 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 91 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 101 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 111 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 141 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 151 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
epoch 191 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0099
1layers, Final test  ACC: 45.5556 %
hd:512, dp:0.4, wd:0.005, layer 2 
epoch 1 | train ACC 38.0952 % | test ACC 31.1111 % | train loss 0.054
epoch 11 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0137
epoch 21 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0114
epoch 31 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0101
epoch 41 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0096
epoch 51 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0094
epoch 61 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0095
epoch 71 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0093
epoch 81 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0094
epoch 91 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0094
epoch 101 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0094
epoch 111 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0095
epoch 121 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0095
epoch 131 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0096
epoch 141 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0097
epoch 151 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0094
epoch 161 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0096
epoch 171 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0095
epoch 181 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0095
epoch 191 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0098
2layers, Final test  ACC: 45.5556 %
hd:512, dp:0.4, wd:0.005, layer 3 
epoch 1 | train ACC 23.8095 % | test ACC 35.5556 % | train loss 0.054
epoch 11 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0128
epoch 21 | train ACC 47.619 % | test ACC 46.6667 % | train loss 0.0102
epoch 31 | train ACC 52.381 % | test ACC 42.2222 % | train loss 0.0094
epoch 41 | train ACC 61.9048 % | test ACC 55.5556 % | train loss 0.0094
epoch 51 | train ACC 57.1429 % | test ACC 53.3333 % | train loss 0.0088
epoch 61 | train ACC 47.619 % | test ACC 45.5556 % | train loss 0.0127
epoch 71 | train ACC 71.4286 % | test ACC 55.5556 % | train loss 0.0105
epoch 81 | train ACC 66.6667 % | test ACC 44.4444 % | train loss 0.011
epoch 91 | train ACC 76.1905 % | test ACC 47.7778 % | train loss 0.0106
epoch 101 | train ACC 71.4286 % | test ACC 58.8889 % | train loss 0.0091
epoch 111 | train ACC 61.9048 % | test ACC 51.1111 % | train loss 0.0087
epoch 121 | train ACC 85.7143 % | test ACC 53.3333 % | train loss 0.0075
epoch 131 | train ACC 85.7143 % | test ACC 56.6667 % | train loss 0.0102
epoch 141 | train ACC 85.7143 % | test ACC 50.0 % | train loss 0.0077
epoch 151 | train ACC 71.4286 % | test ACC 54.4444 % | train loss 0.0096
epoch 161 | train ACC 85.7143 % | test ACC 57.7778 % | train loss 0.0093
epoch 171 | train ACC 80.9524 % | test ACC 55.5556 % | train loss 0.0078
epoch 181 | train ACC 66.6667 % | test ACC 53.3333 % | train loss 0.0104
epoch 191 | train ACC 85.7143 % | test ACC 55.5556 % | train loss 0.0089
3layers, Final test  ACC: 56.6667 %
hd:512, dp:0.4, wd:0.005, layer 4 
epoch 1 | train ACC 28.5714 % | test ACC 32.2222 % | train loss 0.054
epoch 11 | train ACC 42.8571 % | test ACC 37.7778 % | train loss 0.0124
epoch 21 | train ACC 57.1429 % | test ACC 52.2222 % | train loss 0.01
epoch 31 | train ACC 57.1429 % | test ACC 56.6667 % | train loss 0.0097
epoch 41 | train ACC 52.381 % | test ACC 54.4444 % | train loss 0.0098
epoch 51 | train ACC 52.381 % | test ACC 48.8889 % | train loss 0.0094
epoch 61 | train ACC 57.1429 % | test ACC 50.0 % | train loss 0.0094
epoch 71 | train ACC 52.381 % | test ACC 57.7778 % | train loss 0.0099
epoch 81 | train ACC 61.9048 % | test ACC 48.8889 % | train loss 0.0104
epoch 91 | train ACC 38.0952 % | test ACC 50.0 % | train loss 0.0107
epoch 101 | train ACC 61.9048 % | test ACC 51.1111 % | train loss 0.0085
epoch 111 | train ACC 52.381 % | test ACC 52.2222 % | train loss 0.0077
