dataset: ALLAML | 2 classes | 7129 features | deivce: cpu
epoch 51 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0145
epoch 61 | train ACC 57.1429 % | test ACC 55.1724 % | train loss 0.1029
epoch 71 | train ACC 78.5714 % | test ACC 70.6897 % | train loss 0.0223
epoch 81 | train ACC 85.7143 % | test ACC 68.9655 % | train loss 0.0191
epoch 91 | train ACC 100.0 % | test ACC 60.3448 % | train loss 0.0143
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0359
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0499
epoch 121 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0425
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0433
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0321
epoch 151 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0313
epoch 161 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0264
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0221
epoch 181 | train ACC 78.5714 % | test ACC 68.9655 % | train loss 0.0202
epoch 191 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0161
6layers, Final test  ACC: 62.069 %
hd:256, dp:0.9, wd:0.0005, layer 7 
epoch 1 | train ACC 50.0 % | test ACC 53.4483 % | train loss 0.0116
epoch 11 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0146
epoch 21 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0121
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0134
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0186
epoch 51 | train ACC 71.4286 % | test ACC 77.5862 % | train loss 0.0198
epoch 61 | train ACC 42.8571 % | test ACC 39.6552 % | train loss 0.0269
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.024
epoch 81 | train ACC 71.4286 % | test ACC 67.2414 % | train loss 0.0176
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0159
epoch 101 | train ACC 78.5714 % | test ACC 67.2414 % | train loss 0.0138
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0162
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0191
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0188
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0167
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0165
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0145
epoch 171 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0167
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0156
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0153
7layers, Final test  ACC: 65.5172 %
hd:256, dp:0.9, wd:0.0005, layer 8 
epoch 1 | train ACC 50.0 % | test ACC 43.1034 % | train loss 0.0124
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0116
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0171
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0149
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0146
epoch 51 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0158
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0127
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0143
epoch 81 | train ACC 50.0 % | test ACC 63.7931 % | train loss 0.0329
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.3586
epoch 101 | train ACC 78.5714 % | test ACC 68.9655 % | train loss 0.0303
epoch 111 | train ACC 50.0 % | test ACC 65.5172 % | train loss 0.0302
epoch 121 | train ACC 85.7143 % | test ACC 62.069 % | train loss 0.0246
epoch 131 | train ACC 92.8571 % | test ACC 63.7931 % | train loss 0.0228
epoch 141 | train ACC 85.7143 % | test ACC 75.8621 % | train loss 0.0313
epoch 151 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0183
epoch 161 | train ACC 100.0 % | test ACC 58.6207 % | train loss 0.0173
epoch 171 | train ACC 92.8571 % | test ACC 50.0 % | train loss 0.0174
epoch 181 | train ACC 85.7143 % | test ACC 70.6897 % | train loss 0.017
epoch 191 | train ACC 92.8571 % | test ACC 65.5172 % | train loss 0.0174
8layers, Final test  ACC: 72.4138 %
Layer 1, Acc:0.7241379618644714, F:0.7755, Pr:0.7778, Auc:0.7455, Rec:0.7778
Layer 2, Acc:0.7758620381355286, F:0.814, Pr:0.8194, Auc:0.7774, Rec:0.8194
Layer 3, Acc:0.8103448152542114, F:0.8401, Pr:0.8472, Auc:0.7987, Rec:0.8472
Layer 4, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 5, Acc:0.48275864124298096, F:0.4071, Pr:0.4722, Auc:0.5957, Rec:0.4722
Layer 6, Acc:0.6206896305084229, F:0.6987, Pr:0.6944, Auc:0.7472, Rec:0.6944
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.7241379022598267, F:0.76, Pr:0.7639, Auc:0.7255, Rec:0.7639
Layer 3, max_Acc:81.034482, F:0.8401, Pr:0.8472, Auc:0.7987, Rec:0.8472
hd:256, dp:0.9, wd:0.005, layer 1 
epoch 1 | train ACC 57.1429 % | test ACC 65.5172 % | train loss 0.0509
epoch 11 | train ACC 92.8571 % | test ACC 56.8965 % | train loss 0.0061
epoch 21 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0061
epoch 31 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0061
epoch 41 | train ACC 92.8571 % | test ACC 62.069 % | train loss 0.0061
epoch 51 | train ACC 100.0 % | test ACC 74.1379 % | train loss 0.0061
epoch 61 | train ACC 92.8571 % | test ACC 56.8965 % | train loss 0.0061
epoch 71 | train ACC 92.8571 % | test ACC 58.6207 % | train loss 0.0061
epoch 81 | train ACC 92.8571 % | test ACC 58.6207 % | train loss 0.0061
epoch 91 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.006
epoch 101 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0061
epoch 111 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.006
epoch 121 | train ACC 100.0 % | test ACC 60.3448 % | train loss 0.006
epoch 131 | train ACC 100.0 % | test ACC 68.9655 % | train loss 0.006
epoch 141 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0061
epoch 151 | train ACC 92.8571 % | test ACC 53.4483 % | train loss 0.006
epoch 161 | train ACC 100.0 % | test ACC 75.8621 % | train loss 0.006
epoch 171 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.006
epoch 181 | train ACC 100.0 % | test ACC 79.3103 % | train loss 0.006
epoch 191 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0059
1layers, Final test  ACC: 65.5172 %
hd:256, dp:0.9, wd:0.005, layer 2 
epoch 1 | train ACC 35.7143 % | test ACC 46.5517 % | train loss 0.1169
epoch 11 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.0621
epoch 21 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.068
epoch 31 | train ACC 85.7143 % | test ACC 72.4138 % | train loss 0.155
epoch 41 | train ACC 78.5714 % | test ACC 53.4483 % | train loss 0.2303
epoch 51 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0858
epoch 61 | train ACC 78.5714 % | test ACC 50.0 % | train loss 0.2018
epoch 71 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.1094
epoch 81 | train ACC 71.4286 % | test ACC 56.8965 % | train loss 0.1565
epoch 91 | train ACC 78.5714 % | test ACC 56.8965 % | train loss 0.2713
epoch 101 | train ACC 64.2857 % | test ACC 60.3448 % | train loss 0.4606
epoch 111 | train ACC 78.5714 % | test ACC 68.9655 % | train loss 0.1429
epoch 121 | train ACC 92.8571 % | test ACC 60.3448 % | train loss 0.1218
epoch 131 | train ACC 78.5714 % | test ACC 62.069 % | train loss 0.1885
epoch 141 | train ACC 85.7143 % | test ACC 58.6207 % | train loss 0.128
epoch 151 | train ACC 85.7143 % | test ACC 55.1724 % | train loss 0.1199
epoch 161 | train ACC 64.2857 % | test ACC 51.7241 % | train loss 0.128
epoch 171 | train ACC 85.7143 % | test ACC 48.2759 % | train loss 0.1256
epoch 181 | train ACC 78.5714 % | test ACC 60.3448 % | train loss 0.1189
epoch 191 | train ACC 85.7143 % | test ACC 41.3793 % | train loss 0.1181
2layers, Final test  ACC: 60.3448 %
hd:256, dp:0.9, wd:0.005, layer 3 
epoch 1 | train ACC 42.8571 % | test ACC 37.931 % | train loss 0.055
epoch 11 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0785
epoch 21 | train ACC 71.4286 % | test ACC 39.6552 % | train loss 0.0908
epoch 31 | train ACC 78.5714 % | test ACC 62.069 % | train loss 0.0951
epoch 41 | train ACC 85.7143 % | test ACC 70.6897 % | train loss 0.0964
epoch 51 | train ACC 57.1429 % | test ACC 43.1034 % | train loss 0.1065
epoch 61 | train ACC 78.5714 % | test ACC 65.5172 % | train loss 0.0923
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0947
epoch 81 | train ACC 78.5714 % | test ACC 68.9655 % | train loss 0.0832
epoch 91 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0827
epoch 101 | train ACC 50.0 % | test ACC 58.6207 % | train loss 0.0896
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0795
epoch 121 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0854
epoch 131 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.0775
epoch 141 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0794
epoch 151 | train ACC 71.4286 % | test ACC 67.2414 % | train loss 0.0753
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1138
epoch 171 | train ACC 78.5714 % | test ACC 70.6897 % | train loss 0.0979
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.1057
epoch 191 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.1054
3layers, Final test  ACC: 65.5172 %
hd:256, dp:0.9, wd:0.005, layer 4 
epoch 1 | train ACC 28.5714 % | test ACC 39.6552 % | train loss 0.0902
epoch 11 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0478
epoch 21 | train ACC 71.4286 % | test ACC 68.9655 % | train loss 0.0658
epoch 31 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0708
epoch 41 | train ACC 85.7143 % | test ACC 74.1379 % | train loss 0.0692
epoch 51 | train ACC 85.7143 % | test ACC 65.5172 % | train loss 0.0643
epoch 61 | train ACC 85.7143 % | test ACC 62.069 % | train loss 0.0646
epoch 71 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0625
epoch 81 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0634
epoch 91 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.0636
epoch 101 | train ACC 92.8571 % | test ACC 62.069 % | train loss 0.0616
epoch 111 | train ACC 100.0 % | test ACC 63.7931 % | train loss 0.0639
epoch 121 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.064
epoch 131 | train ACC 92.8571 % | test ACC 81.0345 % | train loss 0.073
epoch 141 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0619
epoch 151 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.0617
epoch 161 | train ACC 100.0 % | test ACC 81.0345 % | train loss 0.0572
epoch 171 | train ACC 92.8571 % | test ACC 75.8621 % | train loss 0.0613
epoch 181 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0645
epoch 191 | train ACC 100.0 % | test ACC 82.7586 % | train loss 0.1304
4layers, Final test  ACC: 81.0345 %
hd:256, dp:0.9, wd:0.005, layer 5 
epoch 1 | train ACC 57.1429 % | test ACC 53.4483 % | train loss 0.0413
epoch 11 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0324
epoch 21 | train ACC 71.4286 % | test ACC 67.2414 % | train loss 0.0489
epoch 31 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0477
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0413
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0399
epoch 61 | train ACC 57.1429 % | test ACC 58.6207 % | train loss 0.0473
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0655
epoch 81 | train ACC 50.0 % | test ACC 67.2414 % | train loss 0.0611
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0659
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0656
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0637
epoch 121 | train ACC 50.0 % | test ACC 67.2414 % | train loss 0.0791
epoch 131 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0593
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0524
epoch 151 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0447
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.039
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0385
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0373
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0372
5layers, Final test  ACC: 65.5172 %
hd:256, dp:0.9, wd:0.005, layer 6 
epoch 1 | train ACC 50.0 % | test ACC 62.069 % | train loss 0.043
epoch 11 | train ACC 57.1429 % | test ACC 51.7241 % | train loss 0.0354
epoch 21 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0451
epoch 31 | train ACC 50.0 % | test ACC 63.7931 % | train loss 0.0435
epoch 41 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0345
epoch 51 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0312
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0273
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0247
epoch 81 | train ACC 64.2857 % | test ACC 53.4483 % | train loss 0.0286
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0264
epoch 101 | train ACC 57.1429 % | test ACC 65.5172 % | train loss 0.0271
epoch 111 | train ACC 64.2857 % | test ACC 68.9655 % | train loss 0.0217
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0207
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0205
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0192
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0203
epoch 161 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0242
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0252
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0287
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0271
6layers, Final test  ACC: 65.5172 %
hd:256, dp:0.9, wd:0.005, layer 7 
epoch 1 | train ACC 50.0 % | test ACC 41.3793 % | train loss 0.0443
epoch 11 | train ACC 57.1429 % | test ACC 65.5172 % | train loss 0.0324
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0398
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0349
epoch 41 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.028
epoch 51 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0293
epoch 61 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0237
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0206
epoch 81 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0186
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.017
epoch 101 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0217
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0222
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0237
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0271
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0213
epoch 151 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0185
epoch 161 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0194
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.019
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0217
epoch 191 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.0186
7layers, Final test  ACC: 65.5172 %
hd:256, dp:0.9, wd:0.005, layer 8 
epoch 1 | train ACC 71.4286 % | test ACC 41.3793 % | train loss 0.0433
epoch 11 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.0308
epoch 21 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0386
epoch 31 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0334
epoch 41 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.0275
epoch 51 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.0254
epoch 61 | train ACC 57.1429 % | test ACC 63.7931 % | train loss 0.0312
epoch 71 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0313
epoch 81 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0278
epoch 91 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0278
epoch 101 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.025
epoch 111 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.02
epoch 121 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0159
epoch 131 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0154
epoch 141 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0318
epoch 151 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.0295
epoch 161 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0315
epoch 171 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0283
epoch 181 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0308
epoch 191 | train ACC 64.2857 % | test ACC 65.5172 % | train loss 0.0255
8layers, Final test  ACC: 65.5172 %
Layer 1, Acc:0.6551724076271057, F:0.7263, Pr:0.7222, Auc:0.7123, Rec:0.7222
Layer 2, Acc:0.6034482717514038, F:0.6585, Pr:0.6528, Auc:0.6966, Rec:0.6528
Layer 3, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, Acc:0.8103448152542114, F:0.827, Pr:0.8333, Auc:0.7881, Rec:0.8333
Layer 5, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 6, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 7, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 8, Acc:0.6551724672317505, F:0.5156, Pr:0.6528, Auc:0.5, Rec:0.6528
Layer 4, max_Acc:81.034482, F:0.827, Pr:0.8333, Auc:0.7881, Rec:0.8333
hd:256, dp:0.9, wd:0.05, layer 1 
epoch 1 | train ACC 71.4286 % | test ACC 60.3448 % | train loss 0.0083
epoch 11 | train ACC 100.0 % | test ACC 56.8965 % | train loss 0.0058
epoch 21 | train ACC 100.0 % | test ACC 72.4138 % | train loss 0.006
epoch 31 | train ACC 100.0 % | test ACC 67.2414 % | train loss 0.0058
epoch 41 | train ACC 100.0 % | test ACC 65.5172 % | train loss 0.006
epoch 51 | train ACC 92.8571 % | test ACC 58.6207 % | train loss 0.0059
epoch 61 | train ACC 92.8571 % | test ACC 68.9655 % | train loss 0.0073
epoch 71 | train ACC 85.7143 % | test ACC 50.0 % | train loss 0.0072
epoch 81 | train ACC 92.8571 % | test ACC 74.1379 % | train loss 0.0065
epoch 91 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.006
epoch 101 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0058
epoch 111 | train ACC 92.8571 % | test ACC 72.4138 % | train loss 0.0065
epoch 121 | train ACC 100.0 % | test ACC 56.8965 % | train loss 0.0058
epoch 131 | train ACC 100.0 % | test ACC 60.3448 % | train loss 0.0057
epoch 141 | train ACC 92.8571 % | test ACC 65.5172 % | train loss 0.0061
epoch 151 | train ACC 92.8571 % | test ACC 67.2414 % | train loss 0.0058
epoch 161 | train ACC 92.8571 % | test ACC 77.5862 % | train loss 0.0071
epoch 171 | train ACC 85.7143 % | test ACC 53.4483 % | train loss 0.006
epoch 181 | train ACC 92.8571 % | test ACC 70.6896 % | train loss 0.0092
epoch 191 | train ACC 100.0 % | test ACC 70.6897 % | train loss 0.015
1layers, Final test  ACC: 74.1379 %
hd:256, dp:0.9, wd:0.05, layer 2 
epoch 1 | train ACC 28.5714 % | test ACC 48.2759 % | train loss 0.3958
epoch 11 | train ACC 78.5714 % | test ACC 36.2069 % | train loss 0.1445
epoch 21 | train ACC 78.5714 % | test ACC 63.7931 % | train loss 0.2857
epoch 31 | train ACC 85.7143 % | test ACC 67.2414 % | train loss 0.37
epoch 41 | train ACC 78.5714 % | test ACC 67.2414 % | train loss 0.3938
epoch 51 | train ACC 64.2857 % | test ACC 62.069 % | train loss 0.4417
epoch 61 | train ACC 71.4286 % | test ACC 58.6207 % | train loss 0.5563
epoch 71 | train ACC 85.7143 % | test ACC 72.4138 % | train loss 0.4236
epoch 81 | train ACC 57.1429 % | test ACC 62.069 % | train loss 0.4594
epoch 91 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.4514
epoch 101 | train ACC 64.2857 % | test ACC 67.2414 % | train loss 0.4221
epoch 111 | train ACC 42.8571 % | test ACC 58.6207 % | train loss 1.0978
epoch 121 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.486
epoch 131 | train ACC 71.4286 % | test ACC 65.5172 % | train loss 0.5121
epoch 141 | train ACC 64.2857 % | test ACC 63.7931 % | train loss 0.5213
epoch 151 | train ACC 64.2857 % | test ACC 58.6207 % | train loss 0.5479
